,from_node,to_node,prod,flow
293,DC_cust35,Cust_cust49,prod26,10169.863
294,DC_cust3,Cust_cust42,prod73,265486.36
295,DC_cust0,Cust_cust26,prod46,445764.27
296,DC_cust2,Cust_cust20,prod1,108092.14
297,DC_cust35,Cust_cust10,prod39,38237.761
298,DC_cust0,Cust_cust26,prod39,52343.407
299,DC_cust24,Cust_cust21,prod60,70457.033
300,DC_cust35,Cust_cust32,prod54,9425.8242
301,DC_cust2,Cust_cust20,prod98,265333.94
302,DC_cust2,Cust_cust36,prod48,37514.78
303,DC_cust30,Cust_cust46,prod46,1996084.7
304,DC_cust2,Cust_cust33,prod68,2136.8544
305,DC_cust17,Cust_cust39,prod28,25479.808
306,DC_cust0,Cust_cust0,prod91,4779257.9
307,DC_cust24,Cust_cust37,prod51,335998.54
308,DC_cust35,Cust_cust4,prod29,87574.931
309,DC_cust16,Cust_cust16,prod74,1155131.7
310,DC_cust0,Cust_cust0,prod51,2735113.5
311,DC_cust2,Cust_cust20,prod79,76565.769
312,DC_cust24,Cust_cust37,prod43,433092.55
313,DC_cust19,Cust_cust38,prod81,31898.393
314,DC_cust24,Cust_cust37,prod44,357373.1
315,DC_cust35,Cust_cust10,prod91,224496.06
316,DC_cust0,Cust_cust0,prod44,2909349.8
317,DC_cust8,Cust_cust9,prod63,213998.3
318,DC_cust24,Cust_cust24,prod74,457442.27
319,DC_cust2,Cust_cust36,prod71,37074.574
320,DC_cust35,Cust_cust10,prod51,127906.43
321,DC_cust8,Cust_cust8,prod54,1713245.8
322,DC_cust0,Cust_cust26,prod43,228120.99
323,DC_cust2,Cust_cust36,prod63,21676.387
324,DC_cust35,Cust_cust10,prod44,136206.17
325,DC_cust0,Cust_cust47,prod89,103794.37
326,DC_cust17,Cust_cust17,prod54,886070.59
327,DC_cust35,Cust_cust4,prod34,24412.885
328,DC_cust0,Cust_cust18,prod54,38583.709
329,DC_cust16,Cust_cust42,prod79,335048.94
330,DC_cust7,Cust_cust22,prod74,284351.04
331,DC_cust35,Cust_cust10,prod60,31036.03
332,DC_cust16,Cust_cust16,prod54,1030938.5
333,DC_cust30,Cust_cust30,prod26,335018.86
334,DC_cust3,Cust_cust42,prod98,1150510.1
335,DC_cust30,Cust_cust46,prod43,1026014.0
336,DC_cust0,Cust_cust14,prod74,219269.74
337,DC_cust8,Cust_cust27,prod54,994380.33
338,DC_cust24,Cust_cust18,prod71,51299.547
339,DC_cust35,Cust_cust28,prod54,22070.467
340,DC_cust35,Cust_cust32,prod91,44075.755
341,DC_cust17,Cust_cust39,prod73,26141.621
342,DC_cust30,Cust_cust46,prod48,417468.75
343,DC_cust24,Cust_cust37,prod23,106765.51
344,DC_cust17,Cust_cust39,prod89,30250.879
345,DC_cust35,Cust_cust35,prod28,15395.179
346,DC_cust0,Cust_cust0,prod23,873956.4
347,DC_cust16,Cust_cust16,prod46,2409399.2
348,DC_cust30,Cust_cust1,prod29,468098.46
349,DC_cust16,Cust_cust16,prod39,798390.37
350,DC_cust35,Cust_cust32,prod44,26571.799
351,DC_cust7,Cust_cust6,prod29,538841.28
352,DC_cust0,Cust_cust41,prod54,77264.684
353,DC_cust35,Cust_cust10,prod23,40246.264
354,DC_cust24,Cust_cust24,prod46,2633328.6
355,DC_cust0,Cust_cust26,prod23,55197.225
356,DC_cust8,Cust_cust8,prod91,7653206.7
357,DC_cust19,Cust_cust19,prod29,1403969.5
358,DC_cust2,Cust_cust9,prod68,280141.51
359,DC_cust24,Cust_cust24,prod39,315589.63
360,DC_cust3,Cust_cust26,prod63,52941.044
361,DC_cust35,Cust_cust32,prod60,5834.9863
362,DC_cust2,Cust_cust33,prod73,1435.9341
363,DC_cust30,Cust_cust46,prod71,413191.03
364,DC_cust2,Cust_cust25,prod71,186102.87
365,DC_cust2,Cust_cust33,prod89,1667.5687
366,DC_cust8,Cust_cust8,prod51,4379018.3
367,DC_cust24,Cust_cust43,prod74,291784.41
368,DC_cust17,Cust_cust17,prod91,3947095.0
369,DC_cust30,Cust_cust46,prod63,243954.37
370,DC_cust2,Cust_cust25,prod63,109246.3
371,DC_cust31,Cust_cust31,prod26,22973.942
372,DC_cust8,Cust_cust8,prod44,4658127.0
373,DC_cust16,Cust_cust34,prod28,19865.426
374,DC_cust16,Cust_cust48,prod54,46741.058
375,DC_cust0,Cust_cust47,prod79,113296.4
376,DC_cust7,Cust_cust7,prod54,196182.49
377,DC_cust0,Cust_cust18,prod91,174860.07
378,DC_cust17,Cust_cust13,prod74,47322.651
379,DC_cust16,Cust_cust42,prod81,440983.17
380,DC_cust30,Cust_cust23,prod46,493280.45
381,DC_cust16,Cust_cust16,prod91,4617268.0
382,DC_cust7,Cust_cust22,prod46,1638929.2
383,DC_cust3,Cust_cust12,prod28,527449.07
384,DC_cust30,Cust_cust1,prod34,134689.01
385,DC_cust7,Cust_cust22,prod39,195975.92
386,DC_cust0,Cust_cust14,prod46,1264649.8
387,DC_cust8,Cust_cust27,prod91,3580403.9
388,DC_cust2,Cust_cust15,prod79,299780.32
389,DC_cust16,Cust_cust16,prod51,2640448.1
390,DC_cust8,Cust_cust8,prod60,1083504.5
391,DC_cust17,Cust_cust39,prod1,46422.184
392,DC_cust7,Cust_cust6,prod34,155892.1
393,DC_cust2,Cust_cust45,prod28,164468.6
394,DC_cust16,Cust_cust16,prod44,2808899.6
395,DC_cust19,Cust_cust19,prod34,408424.97
396,DC_cust17,Cust_cust17,prod60,561466.26
397,DC_cust35,Cust_cust49,prod28,6536.9093
398,DC_cust35,Cust_cust28,prod91,101343.65
399,DC_cust24,Cust_cust24,prod51,1047847.8
400,DC_cust8,Cust_cust27,prod44,2710777.8
401,DC_cust30,Cust_cust1,prod71,190466.83
402,DC_cust17,Cust_cust39,prod98,113385.65
403,DC_cust3,Cust_cust11,prod54,219495.36
404,DC_cust24,Cust_cust24,prod43,1351444.6
405,DC_cust0,Cust_cust18,prod60,24297.569
406,DC_cust24,Cust_cust24,prod44,1114843.4
407,DC_cust24,Cust_cust21,prod26,114796.51
408,DC_cust35,Cust_cust35,prod73,15738.118
409,DC_cust3,Cust_cust3,prod54,867136.72
410,DC_cust2,Cust_cust33,prod1,2580.0687
411,DC_cust35,Cust_cust28,prod44,61320.0
412,DC_cust35,Cust_cust35,prod89,18383.365
413,DC_cust8,Cust_cust27,prod60,627345.76
414,DC_cust30,Cust_cust29,prod54,128247.36
415,DC_cust17,Cust_cust13,prod54,42092.321
416,DC_cust0,Cust_cust41,prod91,349474.46
417,DC_cust7,Cust_cust22,prod51,652044.42
418,DC_cust35,Cust_cust28,prod60,13641.374
419,DC_cust30,Cust_cust23,prod43,252711.36
420,DC_cust24,Cust_cust24,prod48,547310.48
421,DC_cust7,Cust_cust22,prod43,841122.45
422,DC_cust2,Cust_cust33,prod98,6605.0962
423,DC_cust0,Cust_cust14,prod43,648845.66
424,DC_cust3,Cust_cust11,prod39,169827.28
425,DC_cust16,Cust_cust5,prod29,3308959.6
426,DC_cust2,Cust_cust33,prod79,1823.9973
427,DC_cust16,Cust_cust48,prod91,209494.96
428,DC_cust7,Cust_cust7,prod91,884693.82
429,DC_cust0,Cust_cust47,prod81,149566.77
430,DC_cust2,Cust_cust40,prod68,101465.99
431,DC_cust3,Cust_cust12,prod73,540178.94
432,DC_cust17,Cust_cust13,prod46,273911.44
433,DC_cust16,Cust_cust48,prod51,119764.12
434,DC_cust17,Cust_cust13,prod39,32500.041
435,DC_cust7,Cust_cust7,prod51,505005.58
436,DC_cust0,Cust_cust41,prod60,48561.044
437,DC_cust30,Cust_cust23,prod48,101982.4
438,DC_cust7,Cust_cust22,prod48,340129.86
439,DC_cust16,Cust_cust16,prod23,840586.98
440,DC_cust24,Cust_cust8,prod71,2270235.8
441,DC_cust2,Cust_cust15,prod81,394949.05
442,DC_cust0,Cust_cust14,prod48,262571.37
443,DC_cust16,Cust_cust48,prod44,127430.12
444,DC_cust7,Cust_cust7,prod44,537415.37
445,DC_cust35,Cust_cust35,prod1,28431.896
446,DC_cust35,Cust_cust49,prod73,6681.3049
447,DC_cust35,Cust_cust4,prod74,29428.626
448,DC_cust2,Cust_cust23,prod51,195823.5
449,DC_cust24,Cust_cust24,prod23,332465.87
450,DC_cust35,Cust_cust49,prod89,7839.478
451,DC_cust30,Cust_cust30,prod28,219180.49
452,DC_cust35,Cust_cust10,prod26,50800.179
453,DC_cust35,Cust_cust28,prod23,17905.055
454,DC_cust16,Cust_cust48,prod60,29456.703
455,DC_cust3,Cust_cust11,prod91,987257.82
456,DC_cust7,Cust_cust7,prod60,123374.01
457,DC_cust2,Cust_cust23,prod44,208383.91
458,DC_cust30,Cust_cust23,prod71,100911.47
459,DC_cust35,Cust_cust35,prod98,70266.511
460,DC_cust2,Cust_cust2,prod68,497282.42
461,DC_cust3,Cust_cust11,prod51,563845.78
462,DC_cust3,Cust_cust3,prod91,3898939.0
463,DC_cust0,Cust_cust14,prod71,259567.14
464,DC_cust7,Cust_cust22,prod63,197627.45
465,DC_cust30,Cust_cust29,prod91,578405.67
466,DC_cust17,Cust_cust13,prod91,190479.86
467,DC_cust16,Cust_cust27,prod91,876472.68
468,DC_cust3,Cust_cust3,prod51,2227275.1
469,DC_cust3,Cust_cust11,prod44,600168.3
470,DC_cust0,Cust_cust14,prod63,152396.52
471,DC_cust19,Cust_cust38,prod29,91607.981
472,DC_cust17,Cust_cust13,prod51,108788.05
473,DC_cust35,Cust_cust44,prod60,150776.09
474,DC_cust16,Cust_cust34,prod1,36649.409
475,DC_cust3,Cust_cust3,prod44,2369657.2
476,DC_cust17,Cust_cust13,prod43,140313.42
477,DC_cust30,Cust_cust29,prod44,351395.73
478,DC_cust3,Cust_cust12,prod1,957706.85
479,DC_cust17,Cust_cust13,prod44,115804.27
480,DC_cust3,Cust_cust11,prod60,138191.61
481,DC_cust3,Cust_cust3,prod60,546131.25
482,DC_cust16,Cust_cust34,prod98,90547.074
483,DC_cust2,Cust_cust33,prod81,2405.5907
484,DC_cust30,Cust_cust29,prod60,80643.942
485,DC_cust3,Cust_cust12,prod98,2338586.1
486,DC_cust35,Cust_cust49,prod1,12184.382
487,DC_cust16,Cust_cust48,prod23,38033.201
488,DC_cust2,Cust_cust45,prod29,794268.08
489,DC_cust7,Cust_cust7,prod23,159880.03
490,DC_cust35,Cust_cust32,prod26,9787.8159
491,DC_cust3,Cust_cust43,prod68,266219.37
492,DC_cust19,Cust_cust38,prod34,26127.582
493,DC_cust31,Cust_cust31,prod28,14967.005
494,DC_cust2,Cust_cust9,prod79,238050.19
495,DC_cust35,Cust_cust49,prod98,30462.459
496,DC_cust35,Cust_cust4,prod46,175095.71
497,DC_cust35,Cust_cust4,prod39,20022.857
498,DC_cust2,Cust_cust25,prod54,140272.31
499,DC_cust24,Cust_cust43,prod23,212489.16
500,DC_cust7,Cust_cust6,prod74,185849.18
501,DC_cust2,Cust_cust36,prod68,28477.019
502,DC_cust8,Cust_cust8,prod26,1757412.8
503,DC_cust3,Cust_cust11,prod23,178905.15
504,DC_cust8,Cust_cust9,prod60,173001.98
505,DC_cust19,Cust_cust19,prod74,486402.61
