,from_node,to_node,prod,flow
506,DC_cust3,Cust_cust3,prod23,706038.35
507,DC_cust2,Cust_cust45,prod34,230244.81
508,DC_cust17,Cust_cust17,prod26,909009.44
509,DC_cust30,Cust_cust29,prod23,104303.76
510,DC_cust17,Cust_cust13,prod23,34223.764
511,DC_cust2,Cust_cust36,prod60,17369.588
512,DC_cust24,Cust_cust21,prod28,74887.17
513,DC_cust0,Cust_cust18,prod26,39669.684
514,DC_cust3,Cust_cust42,prod46,37192.136
515,DC_cust2,Cust_cust2,prod73,334837.36
516,DC_cust8,Cust_cust27,prod26,1019864.1
517,DC_cust30,Cust_cust1,prod54,143244.45
518,DC_cust2,Cust_cust2,prod89,387591.9
519,DC_cust35,Cust_cust4,prod51,68896.758
520,DC_cust24,Cust_cust37,prod68,133969.04
521,DC_cust35,Cust_cust4,prod43,89142.225
522,DC_cust35,Cust_cust4,prod44,73134.368
523,DC_cust35,Cust_cust28,prod26,22582.871
524,DC_cust0,Cust_cust0,prod68,1094309.1
525,DC_cust17,Cust_cust39,prod74,42538.544
526,DC_cust2,Cust_cust20,prod48,118504.67
527,DC_cust16,Cust_cust42,prod29,1249367.9
528,DC_cust30,Cust_cust30,prod29,1059326.3
529,DC_cust2,Cust_cust9,prod81,313259.24
530,DC_cust2,Cust_cust25,prod91,630385.08
531,DC_cust35,Cust_cust4,prod48,35433.077
532,DC_cust0,Cust_cust41,prod26,79306.277
533,DC_cust0,Cust_cust0,prod28,720100.88
534,DC_cust2,Cust_cust20,prod71,117406.66
535,DC_cust3,Cust_cust43,prod73,179095.67
536,DC_cust24,Cust_cust5,prod74,1143628.2
537,DC_cust7,Cust_cust6,prod46,1067423.4
538,DC_cust7,Cust_cust6,prod39,128431.87
539,DC_cust3,Cust_cust43,prod89,207430.3
540,DC_cust30,Cust_cust46,prod68,318844.55
541,DC_cust2,Cust_cust20,prod63,68828.571
542,DC_cust2,Cust_cust40,prod79,86085.852
543,DC_cust19,Cust_cust19,prod46,2777025.3
544,DC_cust3,Cust_cust26,prod60,42459.327
545,DC_cust19,Cust_cust19,prod39,336864.92
546,DC_cust0,Cust_cust12,prod29,2539130.5
547,DC_cust35,Cust_cust10,prod28,33012.445
548,DC_cust16,Cust_cust42,prod34,362440.99
549,DC_cust16,Cust_cust48,prod26,47929.313
550,DC_cust30,Cust_cust30,prod34,306779.49
551,DC_cust7,Cust_cust7,prod26,201408.8
552,DC_cust30,Cust_cust46,prod60,197502.1
553,DC_cust2,Cust_cust25,prod60,88351.058
554,DC_cust3,Cust_cust42,prod48,516301.52
555,DC_cust2,Cust_cust2,prod98,1452004.1
556,DC_cust30,Cust_cust1,prod91,646485.19
557,DC_cust35,Cust_cust4,prod23,21114.849
558,DC_cust31,Cust_cust31,prod1,27534.437
559,DC_cust35,Cust_cust44,prod26,245639.99
560,DC_cust31,Cust_cust31,prod29,73911.497
561,DC_cust2,Cust_cust2,prod79,422465.44
562,DC_cust0,Cust_cust47,prod29,426370.14
563,DC_cust17,Cust_cust39,prod46,243579.34
564,DC_cust7,Cust_cust6,prod51,425012.42
565,DC_cust30,Cust_cust1,prod44,392637.72
566,DC_cust17,Cust_cust39,prod39,29401.552
567,DC_cust3,Cust_cust11,prod26,225337.36
568,DC_cust35,Cust_cust35,prod74,25952.102
569,DC_cust7,Cust_cust6,prod43,547862.99
570,DC_cust19,Cust_cust19,prod51,1108219.2
571,DC_cust3,Cust_cust43,prod1,318206.8
572,DC_cust7,Cust_cust6,prod44,452062.53
573,DC_cust2,Cust_cust15,prod29,1120891.9
574,DC_cust3,Cust_cust3,prod26,889342.55
575,DC_cust19,Cust_cust19,prod43,1427696.5
576,DC_cust3,Cust_cust42,prod63,301265.38
577,DC_cust16,Cust_cust5,prod54,1021056.4
578,DC_cust30,Cust_cust29,prod26,131491.25
579,DC_cust19,Cust_cust19,prod44,1178781.5
580,DC_cust30,Cust_cust1,prod60,90172.047
581,DC_cust35,Cust_cust32,prod28,6203.9973
582,DC_cust24,Cust_cust37,prod73,90033.668
583,DC_cust24,Cust_cust37,prod89,104313.79
584,DC_cust0,Cust_cust0,prod73,737522.61
585,DC_cust19,Cust_cust38,prod74,31336.854
586,DC_cust3,Cust_cust43,prod98,778306.35
587,DC_cust24,Cust_cust21,prod1,136864.97
588,DC_cust0,Cust_cust0,prod89,853807.2
589,DC_cust24,Cust_cust5,prod46,6549831.7
590,DC_cust7,Cust_cust6,prod48,222147.62
591,DC_cust24,Cust_cust21,prod29,365089.24
592,DC_cust31,Cust_cust31,prod34,21110.838
593,DC_cust2,Cust_cust40,prod81,113673.43
594,DC_cust0,Cust_cust47,prod34,122645.01
595,DC_cust19,Cust_cust19,prod48,581032.87
596,DC_cust35,Cust_cust10,prod73,33933.97
597,DC_cust3,Cust_cust43,prod79,226078.39
598,DC_cust16,Cust_cust16,prod68,1053754.0
599,DC_cust35,Cust_cust10,prod89,39452.088
600,DC_cust0,Cust_cust26,prod89,53947.802
601,DC_cust8,Cust_cust8,prod28,1151184.9
602,DC_cust2,Cust_cust15,prod34,324431.85
603,DC_cust17,Cust_cust39,prod43,125069.66
604,DC_cust24,Cust_cust24,prod68,417337.39
605,DC_cust8,Cust_cust9,prod26,281020.92
606,DC_cust2,Cust_cust45,prod74,274419.84
607,DC_cust17,Cust_cust17,prod28,596424.04
608,DC_cust0,Cust_cust47,prod71,173665.8
609,DC_cust35,Cust_cust49,prod74,11198.681
610,DC_cust19,Cust_cust38,prod54,27754.038
611,DC_cust2,Cust_cust36,prod26,28677.569
612,DC_cust0,Cust_cust18,prod28,25803.695
613,DC_cust35,Cust_cust44,prod81,273897.4
614,DC_cust2,Cust_cust2,prod81,556396.37
615,DC_cust2,Cust_cust15,prod71,457848.38
616,DC_cust16,Cust_cust16,prod28,691944.74
617,DC_cust7,Cust_cust6,prod23,135240.52
618,DC_cust24,Cust_cust37,prod1,160118.68
619,DC_cust24,Cust_cust21,prod34,105148.08
620,DC_cust8,Cust_cust27,prod28,666702.58
621,DC_cust17,Cust_cust39,prod48,50872.376
622,DC_cust0,Cust_cust0,prod1,1307396.9
623,DC_cust19,Cust_cust19,prod23,354709.81
624,DC_cust35,Cust_cust35,prod46,151931.25
625,DC_cust30,Cust_cust23,prod68,77789.121
626,DC_cust24,Cust_cust5,prod43,3364938.0
627,DC_cust35,Cust_cust35,prod39,17798.764
628,DC_cust7,Cust_cust22,prod68,259178.08
629,DC_cust0,Cust_cust14,prod68,199890.65
630,DC_cust16,Cust_cust5,prod91,4563715.3
631,DC_cust35,Cust_cust28,prod28,14635.096
632,DC_cust24,Cust_cust37,prod98,392125.32
633,DC_cust35,Cust_cust10,prod1,60701.305
634,DC_cust0,Cust_cust0,prod98,3191829.7
635,DC_cust19,Cust_cust38,prod39,21431.717
636,DC_cust16,Cust_cust5,prod44,2777412.3
637,DC_cust24,Cust_cust37,prod79,113682.46
638,DC_cust0,Cust_cust0,prod79,930334.86
639,DC_cust17,Cust_cust39,prod63,29657.253
640,DC_cust35,Cust_cust10,prod98,149503.6
641,DC_cust3,Cust_cust43,prod81,297874.09
642,DC_cust0,Cust_cust41,prod28,51655.522
643,DC_cust16,Cust_cust5,prod60,645544.62
644,DC_cust8,Cust_cust8,prod73,1179189.7
645,DC_cust3,Cust_cust12,prod39,607710.96
646,DC_cust8,Cust_cust8,prod89,1365407.8
647,DC_cust35,Cust_cust35,prod51,60155.81
648,DC_cust2,Cust_cust33,prod71,2852.8159
649,DC_cust35,Cust_cust35,prod43,77703.887
650,DC_cust2,Cust_cust45,prod46,1572390.9
651,DC_cust2,Cust_cust45,prod39,189716.77
652,DC_cust3,Cust_cust26,prod26,69834.327
653,DC_cust2,Cust_cust33,prod63,1622.4451
654,DC_cust35,Cust_cust49,prod46,66139.203
655,DC_cust16,Cust_cust48,prod28,31349.89
656,DC_cust30,Cust_cust30,prod74,365846.32
657,DC_cust35,Cust_cust49,prod39,7600.8242
658,DC_cust19,Cust_cust38,prod91,126489.55
659,DC_cust7,Cust_cust7,prod28,131138.28
660,DC_cust2,Cust_cust36,prod81,31977.61
661,DC_cust16,Cust_cust16,prod73,708691.62
662,DC_cust30,Cust_cust46,prod26,319994.7
663,DC_cust35,Cust_cust32,prod1,11654.931
664,DC_cust2,Cust_cust25,prod26,143874.18
665,DC_cust16,Cust_cust16,prod89,820984.27
666,DC_cust19,Cust_cust38,prod51,72120.591
667,DC_cust8,Cust_cust27,prod73,683191.76
668,DC_cust8,Cust_cust27,prod89,791834.41
669,DC_cust17,Cust_cust13,prod68,43211.387
670,DC_cust19,Cust_cust38,prod44,76700.137
671,DC_cust35,Cust_cust35,prod48,31142.321
672,DC_cust24,Cust_cust24,prod73,280291.92
673,DC_cust16,Cust_cust34,prod51,77463.228
674,DC_cust24,Cust_cust24,prod89,324722.65
675,DC_cust35,Cust_cust28,prod73,14967.005
676,DC_cust35,Cust_cust32,prod98,29234.093
677,DC_cust3,Cust_cust12,prod51,2003932.2
678,DC_cust35,Cust_cust28,prod89,17357.555
679,DC_cust2,Cust_cust9,prod29,889915.12
680,DC_cust3,Cust_cust11,prod28,146985.7
681,DC_cust8,Cust_cust8,prod1,2092074.7
682,DC_cust16,Cust_cust42,prod54,385659.6
683,DC_cust2,Cust_cust45,prod51,626593.7
684,DC_cust3,Cust_cust3,prod28,580430.22
685,DC_cust30,Cust_cust29,prod28,85762.967
686,DC_cust17,Cust_cust13,prod28,28119.038
687,DC_cust2,Cust_cust45,prod43,807871.35
688,DC_cust17,Cust_cust17,prod1,1081491.0
689,DC_cust7,Cust_cust22,prod89,201558.21
690,DC_cust2,Cust_cust45,prod44,666542.14
691,DC_cust30,Cust_cust1,prod26,147225.36
692,DC_cust35,Cust_cust35,prod63,17987.28
693,DC_cust16,Cust_cust34,prod48,40172.06
694,DC_cust35,Cust_cust49,prod43,33749.464
695,DC_cust8,Cust_cust8,prod98,5110265.7
696,DC_cust17,Cust_cust17,prod29,2862966.7
697,DC_cust24,Cust_cust34,prod71,39870.234
698,DC_cust3,Cust_cust12,prod48,1049773.1
699,DC_cust16,Cust_cust16,prod1,1259439.5
700,DC_cust0,Cust_cust18,prod29,126693.1
701,DC_cust31,Cust_cust31,prod74,25272.239
702,DC_cust8,Cust_cust27,prod1,1215042.9
703,DC_cust2,Cust_cust9,prod34,257521.54
704,DC_cust3,Cust_cust26,prod81,78041.813
705,DC_cust2,Cust_cust45,prod48,328091.88
706,DC_cust16,Cust_cust48,prod73,32129.025
707,DC_cust24,Cust_cust24,prod1,499242.79
708,DC_cust7,Cust_cust7,prod73,134717.09
709,DC_cust2,Cust_cust20,prod91,398108.71
710,DC_cust0,Cust_cust12,prod54,157667.59
711,DC_cust30,Cust_cust30,prod46,2097350.2
712,DC_cust16,Cust_cust48,prod89,37222.981
713,DC_cust35,Cust_cust49,prod48,13377.651
714,DC_cust16,Cust_cust16,prod98,3081978.8
715,DC_cust7,Cust_cust7,prod89,156005.41
716,DC_cust30,Cust_cust30,prod39,252871.8
717,DC_cust35,Cust_cust28,prod1,27112.28
718,DC_cust19,Cust_cust38,prod23,22567.83
719,DC_cust30,Cust_cust46,prod81,356723.32
720,DC_cust8,Cust_cust27,prod98,2974503.3
721,DC_cust16,Cust_cust34,prod63,23219.615
722,DC_cust2,Cust_cust9,prod71,363430.7
723,DC_cust2,Cust_cust27,prod74,1114040.2
724,DC_cust2,Cust_cust23,prod73,51935.288
725,DC_cust16,Cust_cust16,prod79,895017.1
726,DC_cust24,Cust_cust24,prod98,1223545.2
727,DC_cust3,Cust_cust12,prod63,612872.1
728,DC_cust17,Cust_cust17,prod34,832992.17
729,DC_cust35,Cust_cust28,prod98,67366.566
730,DC_cust24,Cust_cust21,prod74,125373.49
731,DC_cust0,Cust_cust18,prod34,36312.486
732,DC_cust3,Cust_cust11,prod73,150554.48
733,DC_cust24,Cust_cust24,prod79,354229.49
734,DC_cust2,Cust_cust20,prod60,55663.503
735,DC_cust0,Cust_cust47,prod54,130730.16
736,DC_cust3,Cust_cust11,prod89,174687.6
737,DC_cust35,Cust_cust4,prod68,26608.901
738,DC_cust35,Cust_cust49,prod63,7639.9313
739,DC_cust3,Cust_cust3,prod73,594850.73
740,DC_cust2,Cust_cust45,prod23,199764.3
741,DC_cust0,Cust_cust41,prod29,252834.7
742,DC_cust3,Cust_cust3,prod89,689925.21
743,DC_cust30,Cust_cust29,prod73,87914.863
744,DC_cust17,Cust_cust13,prod73,28818.956
745,DC_cust16,Cust_cust42,prod51,985715.59
746,DC_cust2,Cust_cust15,prod54,345264.93
747,DC_cust17,Cust_cust13,prod89,33384.464
748,DC_cust30,Cust_cust30,prod51,835548.17
749,DC_cust2,Cust_cust40,prod29,323630.66
750,DC_cust16,Cust_cust48,prod1,57040.275
751,DC_cust30,Cust_cust30,prod43,1077128.0
752,DC_cust7,Cust_cust7,prod1,240214.12
753,DC_cust7,Cust_cust22,prod79,219965.65
754,DC_cust30,Cust_cust30,prod44,888832.16
755,DC_cust0,Cust_cust14,prod79,169689.9
756,DC_cust31,Cust_cust31,prod46,146945.59
757,DC_cust31,Cust_cust31,prod39,17271.319
758,DC_cust2,Cust_cust23,prod1,92931.607
759,DC_cust16,Cust_cust48,prod98,139823.08
760,DC_cust7,Cust_cust7,prod98,589915.21
761,DC_cust16,Cust_cust5,prod26,1047416.6
762,DC_cust0,Cust_cust41,prod34,72531.717
763,DC_cust30,Cust_cust30,prod48,437186.77
764,DC_cust35,Cust_cust44,prod29,779707.18
765,DC_cust3,Cust_cust11,prod1,268475.55
766,DC_cust3,Cust_cust26,prod28,45363.283
767,DC_cust2,Cust_cust23,prod98,228669.49
768,DC_cust2,Cust_cust40,prod34,93171.264
769,DC_cust2,Cust_cust27,prod46,4484662.4
770,DC_cust3,Cust_cust3,prod1,1060277.9
771,DC_cust30,Cust_cust29,prod1,156902.87
772,DC_cust35,Cust_cust10,prod74,55699.602
773,DC_cust17,Cust_cust13,prod1,51625.44
774,DC_cust2,Cust_cust25,prod28,93976.47
775,DC_cust2,Cust_cust23,prod79,65769.19
776,DC_cust3,Cust_cust11,prod98,658492.09
777,DC_cust2,Cust_cust33,prod54,2053.6264
778,DC_cust24,Cust_cust24,prod81,467101.73
779,DC_cust24,Cust_cust21,prod46,723777.95
780,DC_cust24,Cust_cust21,prod39,86498.984
781,DC_cust0,Cust_cust47,prod91,588887.39
782,DC_cust3,Cust_cust3,prod98,2600485.6
783,DC_cust31,Cust_cust31,prod51,58235.549
784,DC_cust30,Cust_cust29,prod98,385711.74
785,DC_cust16,Cust_cust42,prod23,314575.85
786,DC_cust17,Cust_cust13,prod98,127035.04
787,DC_cust31,Cust_cust31,prod43,75207.047
788,DC_cust2,Cust_cust15,prod91,1546653.4
789,DC_cust31,Cust_cust31,prod44,61986.827
790,DC_cust30,Cust_cust30,prod23,266107.06
791,DC_cust7,Cust_cust6,prod68,169516.43
792,DC_cust0,Cust_cust47,prod44,357617.77
793,DC_cust35,Cust_cust44,prod34,224837.99
794,DC_cust2,Cust_cust15,prod51,884209.49
795,DC_cust19,Cust_cust19,prod68,443957.32
796,DC_cust17,Cust_cust13,prod79,36627.349
797,DC_cust7,Cust_cust22,prod81,290331.43
798,DC_cust2,Cust_cust15,prod44,940725.33
799,DC_cust0,Cust_cust14,prod81,223871.35
800,DC_cust35,Cust_cust4,prod73,17627.294
801,DC_cust0,Cust_cust47,prod60,82145.055
802,DC_cust35,Cust_cust4,prod89,20549.299
803,DC_cust2,Cust_cust27,prod43,3285323.9
804,DC_cust30,Cust_cust1,prod28,95924.808
805,DC_cust31,Cust_cust31,prod48,30242.857
806,DC_cust2,Cust_cust2,prod71,644717.35
807,DC_cust35,Cust_cust32,prod74,10718.365
808,DC_cust2,Cust_cust15,prod60,217928.06
809,DC_cust24,Cust_cust21,prod51,287757.38
810,DC_cust2,Cust_cust2,prod63,379960.99
811,DC_cust0,Cust_cust12,prod23,639993.41
812,DC_cust2,Cust_cust36,prod29,91700.234
813,DC_cust24,Cust_cust21,prod43,371265.16
814,DC_cust24,Cust_cust21,prod44,306235.0
815,DC_cust17,Cust_cust39,prod68,38783.255
816,DC_cust35,Cust_cust10,prod46,322505.58
817,DC_cust2,Cust_cust23,prod81,86886.044
818,DC_cust2,Cust_cust33,prod91,10058.558
819,DC_cust24,Cust_cust21,prod48,150274.71
820,DC_cust31,Cust_cust31,prod23,18164.766
821,DC_cust0,Cust_cust47,prod23,106341.35
822,DC_cust17,Cust_cust17,prod74,992029.89
823,DC_cust35,Cust_cust4,prod1,32184.176
824,DC_cust2,Cust_cust36,prod34,26182.734
825,DC_cust3,Cust_cust43,prod63,203398.26
826,DC_cust2,Cust_cust15,prod23,281337.79
827,DC_cust2,Cust_cust9,prod54,273867.32
828,DC_cust2,Cust_cust20,prod26,90646.346
829,DC_cust2,Cust_cust33,prod60,1301.5659
830,DC_cust2,Cust_cust27,prod23,810713.13
831,DC_cust0,Cust_cust0,prod43,3524269.5
832,DC_cust35,Cust_cust4,prod98,80517.596
833,DC_cust0,Cust_cust26,prod29,224221.3
834,DC_cust35,Cust_cust28,prod74,24798.942
835,DC_cust7,Cust_cust6,prod73,114057.49
836,DC_cust35,Cust_cust4,prod79,22503.654
837,DC_cust24,Cust_cust21,prod23,91076.525
838,DC_cust35,Cust_cust10,prod43,165150.47
839,DC_cust35,Cust_cust32,prod46,63386.662
840,DC_cust35,Cust_cust32,prod39,7269.9176
841,DC_cust7,Cust_cust6,prod89,132067.83
842,DC_cust19,Cust_cust19,prod73,299411.3
843,DC_cust24,Cust_cust37,prod48,175714.41
844,DC_cust19,Cust_cust19,prod89,346482.27
845,DC_cust0,Cust_cust0,prod48,1432950.9
846,DC_cust30,Cust_cust46,prod29,1009008.4
847,DC_cust2,Cust_cust25,prod29,456695.22
848,DC_cust16,Cust_cust42,prod26,395578.78
849,DC_cust24,Cust_cust34,prod91,136015.65
850,DC_cust16,Cust_cust5,prod28,685824.97
851,DC_cust35,Cust_cust35,prod68,23669.849
852,DC_cust0,Cust_cust41,prod74,86676.47
853,DC_cust35,Cust_cust10,prod48,66642.582
854,DC_cust8,Cust_cust8,prod39,1327534.1
855,DC_cust24,Cust_cust37,prod71,173828.24
856,DC_cust0,Cust_cust0,prod71,1418472.2
857,DC_cust24,Cust_cust37,prod63,102406.57
858,DC_cust3,Cust_cust26,prod34,63946.195
859,DC_cust17,Cust_cust17,prod46,5662629.1
860,DC_cust17,Cust_cust17,prod39,687331.1
861,DC_cust0,Cust_cust0,prod63,836924.95
862,DC_cust16,Cust_cust48,prod74,52320.343
863,DC_cust30,Cust_cust1,prod1,175590.07
864,DC_cust35,Cust_cust32,prod51,25014.533
865,DC_cust7,Cust_cust7,prod74,219950.6
866,DC_cust30,Cust_cust46,prod34,293295.55
867,DC_cust35,Cust_cust10,prod71,65865.453
868,DC_cust0,Cust_cust26,prod71,90617.266
869,DC_cust0,Cust_cust18,prod39,29772.569
870,DC_cust35,Cust_cust32,prod43,32310.522
871,DC_cust2,Cust_cust25,prod34,131736.92
872,DC_cust2,Cust_cust9,prod91,1228063.6
873,DC_cust7,Cust_cust6,prod1,202555.95
874,DC_cust2,Cust_cust20,prod81,101105.0
875,DC_cust16,Cust_cust34,prod68,30517.61
876,DC_cust35,Cust_cust10,prod63,38570.673
877,DC_cust19,Cust_cust19,prod1,530229.68
878,DC_cust3,Cust_cust12,prod68,801519.95
879,DC_cust30,Cust_cust1,prod98,430977.76
880,DC_cust35,Cust_cust44,prod74,268275.0
881,DC_cust35,Cust_cust28,prod46,145847.58
882,DC_cust7,Cust_cust6,prod98,496080.12
883,DC_cust35,Cust_cust4,prod81,30048.324
884,DC_cust35,Cust_cust28,prod39,16959.464
885,DC_cust19,Cust_cust38,prod28,18423.475
886,DC_cust2,Cust_cust40,prod54,99191.758
887,DC_cust2,Cust_cust45,prod68,250296.74
888,DC_cust3,Cust_cust11,prod74,246010.0
889,DC_cust35,Cust_cust32,prod48,12863.242
890,DC_cust19,Cust_cust19,prod98,1293037.6
891,DC_cust35,Cust_cust49,prod68,10110.701
892,DC_cust3,Cust_cust3,prod74,971839.57
893,DC_cust7,Cust_cust6,prod79,143988.49
894,DC_cust0,Cust_cust47,prod26,133948.98
895,DC_cust17,Cust_cust17,prod51,2259928.6
896,DC_cust30,Cust_cust29,prod74,143754.85
897,DC_cust19,Cust_cust19,prod79,377642.64
898,DC_cust17,Cust_cust17,prod43,2911445.6
899,DC_cust17,Cust_cust17,prod44,2403832.8
900,DC_cust0,Cust_cust18,prod51,99752.294
901,DC_cust2,Cust_cust15,prod26,354088.1
902,DC_cust0,Cust_cust41,prod46,502281.11
903,DC_cust24,Cust_cust34,prod23,24224.368
904,DC_cust0,Cust_cust41,prod39,59577.225
905,DC_cust8,Cust_cust27,prod51,2547855.4
906,DC_cust0,Cust_cust18,prod44,106102.69
907,DC_cust8,Cust_cust8,prod48,2293551.7
908,DC_cust35,Cust_cust44,prod54,239207.36
909,DC_cust2,Cust_cust2,prod54,486550.01
910,DC_cust2,Cust_cust40,prod39,76525.659
911,DC_cust35,Cust_cust32,prod63,7249.8626
912,DC_cust17,Cust_cust17,prod48,1185262.3
913,DC_cust35,Cust_cust28,prod51,57678.022
914,DC_cust35,Cust_cust32,prod23,7613.8599
915,DC_cust16,Cust_cust48,prod46,300801.11
916,DC_cust7,Cust_cust7,prod46,1270616.1
917,DC_cust16,Cust_cust48,prod39,36164.08
918,DC_cust35,Cust_cust28,prod43,74541.223
919,DC_cust7,Cust_cust7,prod39,151514.11
920,DC_cust0,Cust_cust18,prod48,51906.209
921,DC_cust16,Cust_cust16,prod48,1381161.0
922,DC_cust17,Cust_cust39,prod79,33021.47
923,DC_cust2,Cust_cust9,prod23,223500.33
924,DC_cust30,Cust_cust23,prod29,248405.56
925,DC_cust7,Cust_cust22,prod29,826693.91
926,DC_cust8,Cust_cust27,prod48,1332340.2
927,DC_cust0,Cust_cust14,prod29,637830.48
928,DC_cust8,Cust_cust8,prod63,1338658.6
929,DC_cust2,Cust_cust36,prod74,31262.651
930,DC_cust35,Cust_cust44,prod46,1545373.9
931,DC_cust35,Cust_cust44,prod39,185174.33
932,DC_cust0,Cust_cust41,prod51,199193.74
933,DC_cust19,Cust_cust38,prod73,19084.286
934,DC_cust2,Cust_cust20,prod28,59186.154
935,DC_cust2,Cust_cust40,prod91,446715.88
936,DC_cust16,Cust_cust5,prod1,1246872.1
937,DC_cust35,Cust_cust28,prod48,29723.434
938,DC_cust19,Cust_cust38,prod89,22150.687
939,DC_cust0,Cust_cust41,prod43,257283.89
940,DC_cust3,Cust_cust11,prod46,1417520.6
941,DC_cust0,Cust_cust41,prod44,212081.04
942,DC_cust3,Cust_cust43,prod54,260455.58
943,DC_cust2,Cust_cust40,prod51,255122.97
944,DC_cust2,Cust_cust33,prod26,2138.8599
945,DC_cust16,Cust_cust34,prod73,20342.734
946,DC_cust17,Cust_cust17,prod23,723575.4
947,DC_cust30,Cust_cust30,prod68,333675.18
948,DC_cust3,Cust_cust3,prod46,5598414.1
949,DC_cust16,Cust_cust34,prod89,23702.94
950,DC_cust3,Cust_cust3,prod39,670295.43
951,DC_cust16,Cust_cust16,prod63,804821.99
952,DC_cust2,Cust_cust40,prod44,271455.71
953,DC_cust30,Cust_cust29,prod46,830580.56
954,DC_cust16,Cust_cust27,prod46,1913260.2
955,DC_cust30,Cust_cust29,prod39,99132.596
956,DC_cust16,Cust_cust27,prod39,769680.71
957,DC_cust3,Cust_cust12,prod89,625079.55
958,DC_cust8,Cust_cust27,prod63,776010.05
959,DC_cust24,Cust_cust24,prod71,541716.15
960,DC_cust16,Cust_cust48,prod43,154389.99
961,DC_cust7,Cust_cust7,prod43,651591.18
962,DC_cust7,Cust_cust22,prod34,238216.65
963,DC_cust0,Cust_cust41,prod48,103805.4
964,DC_cust2,Cust_cust45,prod73,168417.42
965,DC_cust24,Cust_cust24,prod63,318282.01
966,DC_cust2,Cust_cust40,prod60,62296.676
967,DC_cust0,Cust_cust14,prod34,183667.2
968,DC_cust2,Cust_cust45,prod89,195058.41
969,DC_cust24,Cust_cust18,prod74,43393.887
970,DC_cust35,Cust_cust44,prod91,1076274.7
971,DC_cust2,Cust_cust36,prod54,27901.442
972,DC_cust35,Cust_cust28,prod63,17118.901
973,DC_cust2,Cust_cust2,prod91,2174480.5
974,DC_cust35,Cust_cust44,prod51,614960.82
975,DC_cust35,Cust_cust44,prod43,792957.49
976,DC_cust7,Cust_cust22,prod71,336692.45
977,DC_cust16,Cust_cust5,prod34,959591.02
978,DC_cust35,Cust_cust44,prod44,654226.4
979,DC_cust16,Cust_cust48,prod48,62618.558
980,DC_cust7,Cust_cust7,prod48,263452.79
981,DC_cust19,Cust_cust38,prod1,34120.481
982,DC_cust3,Cust_cust11,prod43,727408.9
983,DC_cust17,Cust_cust39,prod81,43405.92
984,DC_cust30,Cust_cust29,prod51,330184.62
985,DC_cust35,Cust_cust35,prod79,20032.885
986,DC_cust3,Cust_cust3,prod43,2872967.1
987,DC_cust2,Cust_cust2,prod60,307572.66
988,DC_cust30,Cust_cust29,prod43,425822.64
989,DC_cust0,Cust_cust41,prod23,62796.044
990,DC_cust2,Cust_cust36,prod39,21412.665
991,DC_cust19,Cust_cust38,prod98,84169.602
992,DC_cust30,Cust_cust46,prod74,349321.04
993,DC_cust24,Cust_cust37,prod54,131108.2
994,DC_cust2,Cust_cust25,prod74,157224.75
995,DC_cust31,Cust_cust31,prod68,22984.973
996,DC_cust16,Cust_cust48,prod71,61976.799
997,DC_cust2,Cust_cust40,prod23,80842.486
998,DC_cust3,Cust_cust43,prod91,1166008.5
999,DC_cust3,Cust_cust11,prod48,294443.7
1000,DC_cust16,Cust_cust48,prod63,36426.799
1001,DC_cust2,Cust_cust45,prod1,299368.19
1002,DC_cust19,Cust_cust38,prod79,24096.016
1003,DC_cust7,Cust_cust7,prod63,153005.19
1004,DC_cust3,Cust_cust3,prod48,1162711.5
1005,DC_cust0,Cust_cust26,prod54,67971.223
1006,DC_cust30,Cust_cust29,prod48,172249.92
1007,DC_cust17,Cust_cust13,prod48,56694.327
1008,DC_cust16,Cust_cust34,prod79,25787.651
1009,DC_cust2,Cust_cust23,prod63,59069.835
1010,DC_cust2,Cust_cust45,prod98,731461.0
1011,DC_cust3,Cust_cust12,prod79,681553.27
1012,DC_cust8,Cust_cust9,prod51,701814.78
1013,DC_cust0,Cust_cust47,prod28,87340.288
1014,DC_cust2,Cust_cust36,prod91,127043.06
1015,DC_cust3,Cust_cust11,prod71,291338.19
1016,DC_cust24,Cust_cust18,prod46,251268.41
1017,DC_cust3,Cust_cust43,prod60,164511.72
1018,DC_cust16,Cust_cust42,prod89,307261.81
1019,DC_cust30,Cust_cust30,prod73,224613.38
1020,DC_cust8,Cust_cust9,prod44,746735.85
1021,DC_cust30,Cust_cust46,prod54,312009.82
1022,DC_cust35,Cust_cust44,prod23,194954.12
1023,DC_cust24,Cust_cust21,prod68,114425.49
1024,DC_cust2,Cust_cust36,prod51,72412.39
1025,DC_cust30,Cust_cust1,prod74,160816.59
1026,DC_cust2,Cust_cust45,prod79,212712.77
1027,DC_cust30,Cust_cust30,prod89,260050.47
1028,DC_cust3,Cust_cust11,prod63,171239.15
1029,DC_cust2,Cust_cust15,prod28,231677.73
1030,DC_cust17,Cust_cust13,prod71,56006.442
1031,DC_cust35,Cust_cust49,prod79,8531.3736
1032,DC_cust2,Cust_cust36,prod44,76903.695
1033,DC_cust3,Cust_cust3,prod63,676202.61
1034,DC_cust30,Cust_cust29,prod63,99745.275
1035,DC_cust17,Cust_cust13,prod63,32726.662
1036,DC_cust2,Cust_cust20,prod29,288220.65
1037,DC_cust35,Cust_cust35,prod81,26544.725
1038,DC_cust24,Cust_cust37,prod91,587584.82
